sentiment,reviews
0,"Seems like an incredibly great guy and delivers a lot of passion to the lecture hall. That said, he does not prepare well for class, is often late and stumbles over his explanations. Could do with a lot more rehearsal."
-1,"Hard to understand. Says stuff like, ""how the step is gonna look like?"" I think he means, ""what is the next step?"" but it's hard to tell. Lecture slides are half written and inherited from another prof. Nice guy, pretty funny and also helpful if you talk to him. The lectures would be better if he wrote his own notes, or just wrote on the board."
-1,"Material is easy. I can't understand anything he says, so there is no point to attending his lectures if the 3% iClicker marks aren't important to you. Not to say he's not a good guy. He's pretty awesome."
0,Needs a while to get used to his accent.
-1,Useful material but very likely to lower your GPA. I would not take this class unless you need it for something specific.
1,Best professor.
1,"Amazing prof! Knows what he's talking about, negotiable and approachable in office hours, and once you get past the accent, will explain anything you ask well and passionately. Definitely taking another course with him."
-1,"his lectures are incomprehensible (even excusing his accent). He mutters, jumps around the topics, never fully explains a concept. GET THE TEXTBOOK or you'll likely fail (unless you already know the course material right down to the core)"
-1,always LATE! not to mention on the day of the final.
-1,"I agree with everyone else, this guy is just aweful. Worst prof I have ever had. All he does is mumble some disorganized examples that aren't even his, just a hodge podge of crap from other profs. It actually makes me angry that my money pays this guy's salary. If you can avoid him (I couldn't!) run like hell."
-1,"He is a prof from hell. Consider yourself comitting suicide as you register under his class. He is not only bad at explaining, he makes students' lives horrible. His midterms look easy, but because his classes are so confusing I never get good grades in them. I am absolutely frustrated with his class. Run away from him while you can, seriously"
